NAME,SERVER,REPLICA TYPE,PRICING TIER,LOCATION,SUBSCRIPTION,
"demo_test (von-upgrade/demo_test)","von-upgrade","--","Free General Purpose: Serverless, Gen5, 2 vCores","East US 2","Azure for Students"
